Time,Open,High,Low,Close,Volume,LastTradingDate,TimeStamp
2024-03-27 19:30:00+08:00,16426.0,16433.0,16407.0,16410.0,261,20240429,1711539000
2024-03-27 20:00:00+08:00,16412.0,16412.0,16382.0,16390.0,589,20240429,1711540800
2024-03-27 20:30:00+08:00,16389.0,16407.0,16382.0,16402.0,434,20240429,1711542600
2024-03-27 21:00:00+08:00,16402.0,16406.0,16388.0,16395.0,457,20240429,1711544400
2024-03-27 21:30:00+08:00,16395.0,16444.0,16378.0,16434.0,1899,20240429,1711546200
2024-03-27 22:00:00+08:00,16436.0,16485.0,16419.0,16468.0,1976,20240429,1711548000
2024-03-27 22:30:00+08:00,16469.0,16489.0,16459.0,16470.0,1083,20240429,1711549800
2024-03-27 23:00:00+08:00,16472.0,16495.0,16469.0,16491.0,854,20240429,1711551600
2024-03-27 23:30:00+08:00,16491.0,16492.0,16463.0,16463.0,698,20240429,1711553400
2024-03-28 00:00:00+08:00,16463.0,16480.0,16458.0,16468.0,568,20240429,1711555200
2024-03-28 00:30:00+08:00,16469.0,16476.0,16461.0,16466.0,297,20240429,1711557000
2024-03-28 01:00:00+08:00,16466.0,16477.0,16462.0,16471.0,235,20240429,1711558800
2024-03-28 01:30:00+08:00,16472.0,16476.0,16462.0,16464.0,231,20240429,1711560600
2024-03-28 02:00:00+08:00,16465.0,16482.0,16461.0,16480.0,230,20240429,1711562400
2024-03-28 02:30:00+08:00,16482.0,16493.0,16476.0,16485.0,558,20240429,1711564200
2024-03-28 09:15:00+08:00,16444.0,16480.0,16415.0,16474.0,4353,20240429,1711588500
2024-03-28 09:30:00+08:00,16476.0,16497.0,16380.0,16409.0,18867,20240429,1711589400
2024-03-28 10:00:00+08:00,16409.0,16543.0,16405.0,16542.0,12946,20240429,1711591200
2024-03-28 10:30:00+08:00,16541.0,16593.0,16514.0,16563.0,9844,20240429,1711593000
2024-03-28 11:00:00+08:00,16563.0,16667.0,16561.0,16654.0,9734,20240429,1711594800
2024-03-28 11:30:00+08:00,16653.0,16736.0,16650.0,16709.0,9404,20240429,1711596600
2024-03-28 13:00:00+08:00,16707.0,16772.0,16681.0,16729.0,11968,20240429,1711602000
2024-03-28 13:30:00+08:00,16729.0,16749.0,16670.0,16670.0,7015,20240429,1711603800
2024-03-28 14:00:00+08:00,16671.0,16702.0,16607.0,16607.0,8609,20240429,1711605600
2024-03-28 14:30:00+08:00,16607.0,16635.0,16564.0,16634.0,8616,20240429,1711607400
2024-03-28 15:00:00+08:00,16635.0,16640.0,16581.0,16596.0,4877,20240429,1711609200
2024-03-28 15:30:00+08:00,16596.0,16612.0,16578.0,16597.0,4507,20240429,1711611000
2024-03-28 16:00:00+08:00,16597.0,16600.0,16517.0,16570.0,9618,20240429,1711612800
2024-03-28 17:15:00+08:00,16567.0,16571.0,16544.0,16550.0,529,20240429,1711617300
2024-03-28 17:30:00+08:00,16548.0,16561.0,16545.0,16558.0,405,20240429,1711618200
2024-03-28 18:00:00+08:00,16559.0,16589.0,16559.0,16587.0,498,20240429,1711620000
2024-03-28 18:30:00+08:00,16587.0,16595.0,16582.0,16585.0,447,20240429,1711621800
2024-03-28 19:00:00+08:00,16586.0,16596.0,16569.0,16569.0,613,20240429,1711623600
2024-03-28 19:30:00+08:00,16568.0,16577.0,16551.0,16577.0,579,20240429,1711625400
2024-03-28 20:00:00+08:00,16577.0,16590.0,16575.0,16586.0,359,20240429,1711627200
2024-03-28 20:30:00+08:00,16589.0,16620.0,16581.0,16616.0,659,20240429,1711629000
2024-03-28 21:00:00+08:00,16617.0,16618.0,16571.0,16577.0,831,20240429,1711630800
2024-03-28 21:30:00+08:00,16579.0,16648.0,16572.0,16634.0,1782,20240429,1711632600
2024-03-28 22:00:00+08:00,16634.0,16649.0,16612.0,16628.0,626,20240429,1711634400
2024-03-28 22:30:00+08:00,16630.0,16663.0,16624.0,16662.0,1061,20240429,1711636200
2024-03-28 23:00:00+08:00,16661.0,16710.0,16659.0,16699.0,1079,20240429,1711638000
2024-03-28 23:30:00+08:00,16699.0,16701.0,16662.0,16663.0,795,20240429,1711639800
2024-03-29 00:00:00+08:00,16664.0,16675.0,16653.0,16661.0,709,20240429,1711641600
2024-03-29 00:30:00+08:00,16660.0,16673.0,16646.0,16651.0,504,20240429,1711643400
2024-03-29 01:00:00+08:00,16653.0,16655.0,16636.0,16641.0,438,20240429,1711645200
2024-03-29 01:30:00+08:00,16643.0,16653.0,16633.0,16646.0,324,20240429,1711647000
2024-03-29 02:00:00+08:00,16645.0,16655.0,16645.0,16646.0,332,20240429,1711648800
2024-03-29 02:30:00+08:00,16646.0,16655.0,16635.0,16651.0,440,20240429,1711650600
2024-03-28 09:15:00+08:00,16444.0,16480.0,16415.0,16474.0,4353,20240429,1711588500
2024-03-28 09:30:00+08:00,16476.0,16497.0,16380.0,16409.0,18867,20240429,1711589400
2024-03-28 10:00:00+08:00,16409.0,16543.0,16405.0,16542.0,12946,20240429,1711591200
2024-03-28 10:30:00+08:00,16541.0,16593.0,16514.0,16563.0,9844,20240429,1711593000
2024-03-28 11:00:00+08:00,16563.0,16667.0,16561.0,16654.0,9734,20240429,1711594800
2024-03-28 11:30:00+08:00,16653.0,16736.0,16650.0,16709.0,9404,20240429,1711596600
2024-03-28 13:00:00+08:00,16707.0,16772.0,16681.0,16729.0,11968,20240429,1711602000
2024-03-28 13:30:00+08:00,16729.0,16749.0,16670.0,16670.0,7015,20240429,1711603800
2024-03-28 14:00:00+08:00,16671.0,16702.0,16607.0,16607.0,8609,20240429,1711605600
2024-03-28 14:30:00+08:00,16607.0,16635.0,16564.0,16634.0,8616,20240429,1711607400
2024-03-28 15:00:00+08:00,16635.0,16640.0,16581.0,16596.0,4877,20240429,1711609200
2024-03-28 15:30:00+08:00,16596.0,16612.0,16578.0,16597.0,4507,20240429,1711611000
2024-03-28 16:00:00+08:00,16597.0,16600.0,16517.0,16570.0,9618,20240429,1711612800
2024-03-28 17:15:00+08:00,16567.0,16571.0,16544.0,16550.0,529,20240429,1711617300
2024-03-28 17:30:00+08:00,16548.0,16561.0,16545.0,16558.0,405,20240429,1711618200
2024-03-28 18:00:00+08:00,16559.0,16589.0,16559.0,16587.0,498,20240429,1711620000
2024-03-28 18:30:00+08:00,16587.0,16595.0,16582.0,16585.0,447,20240429,1711621800
2024-03-28 19:00:00+08:00,16586.0,16596.0,16569.0,16569.0,613,20240429,1711623600
2024-03-28 19:30:00+08:00,16568.0,16577.0,16551.0,16577.0,579,20240429,1711625400
2024-03-28 20:00:00+08:00,16577.0,16590.0,16575.0,16586.0,359,20240429,1711627200
2024-03-28 20:30:00+08:00,16589.0,16620.0,16581.0,16616.0,659,20240429,1711629000
2024-03-28 21:00:00+08:00,16617.0,16618.0,16571.0,16577.0,831,20240429,1711630800
2024-03-28 21:30:00+08:00,16579.0,16648.0,16572.0,16634.0,1782,20240429,1711632600
2024-03-28 22:00:00+08:00,16634.0,16649.0,16612.0,16628.0,626,20240429,1711634400
2024-03-28 22:30:00+08:00,16630.0,16663.0,16624.0,16662.0,1061,20240429,1711636200
2024-03-28 23:00:00+08:00,16661.0,16710.0,16659.0,16699.0,1079,20240429,1711638000
2024-03-28 23:30:00+08:00,16699.0,16701.0,16662.0,16663.0,795,20240429,1711639800
2024-03-29 00:00:00+08:00,16664.0,16675.0,16653.0,16661.0,709,20240429,1711641600
2024-03-29 00:30:00+08:00,16660.0,16673.0,16646.0,16651.0,504,20240429,1711643400
2024-03-29 01:00:00+08:00,16653.0,16655.0,16636.0,16641.0,438,20240429,1711645200
2024-03-29 01:30:00+08:00,16643.0,16653.0,16633.0,16646.0,324,20240429,1711647000
2024-03-29 02:00:00+08:00,16645.0,16655.0,16645.0,16646.0,332,20240429,1711648800
2024-03-29 02:30:00+08:00,16646.0,16655.0,16635.0,16651.0,440,20240429,1711650600
2024-03-28 09:15:00+08:00,16444.0,16480.0,16415.0,16474.0,4353,20240429,1711588500
2024-03-28 09:30:00+08:00,16476.0,16497.0,16380.0,16409.0,18867,20240429,1711589400
2024-03-28 10:00:00+08:00,16409.0,16543.0,16405.0,16542.0,12946,20240429,1711591200
2024-03-28 10:30:00+08:00,16541.0,16593.0,16514.0,16563.0,9844,20240429,1711593000
2024-03-28 11:00:00+08:00,16563.0,16667.0,16561.0,16654.0,9734,20240429,1711594800
2024-03-28 11:30:00+08:00,16653.0,16736.0,16650.0,16709.0,9404,20240429,1711596600
2024-03-28 13:00:00+08:00,16707.0,16772.0,16681.0,16729.0,11968,20240429,1711602000
2024-03-28 13:30:00+08:00,16729.0,16749.0,16670.0,16670.0,7015,20240429,1711603800
2024-03-28 14:00:00+08:00,16671.0,16702.0,16607.0,16607.0,8609,20240429,1711605600
2024-03-28 14:30:00+08:00,16607.0,16635.0,16564.0,16634.0,8616,20240429,1711607400
2024-03-28 15:00:00+08:00,16635.0,16640.0,16581.0,16596.0,4877,20240429,1711609200
2024-03-28 15:30:00+08:00,16596.0,16612.0,16578.0,16597.0,4507,20240429,1711611000
2024-03-28 16:00:00+08:00,16597.0,16600.0,16517.0,16570.0,9618,20240429,1711612800
2024-03-28 17:15:00+08:00,16567.0,16571.0,16544.0,16550.0,529,20240429,1711617300
2024-03-28 17:30:00+08:00,16548.0,16561.0,16545.0,16558.0,405,20240429,1711618200
2024-03-28 18:00:00+08:00,16559.0,16589.0,16559.0,16587.0,498,20240429,1711620000
2024-03-28 18:30:00+08:00,16587.0,16595.0,16582.0,16585.0,447,20240429,1711621800
2024-03-28 19:00:00+08:00,16586.0,16596.0,16569.0,16569.0,613,20240429,1711623600
2024-03-28 19:30:00+08:00,16568.0,16577.0,16551.0,16577.0,579,20240429,1711625400
2024-03-28 20:00:00+08:00,16577.0,16590.0,16575.0,16586.0,359,20240429,1711627200
2024-03-28 20:30:00+08:00,16589.0,16620.0,16581.0,16616.0,659,20240429,1711629000
2024-03-28 21:00:00+08:00,16617.0,16618.0,16571.0,16577.0,831,20240429,1711630800
2024-03-28 21:30:00+08:00,16579.0,16648.0,16572.0,16634.0,1782,20240429,1711632600
2024-03-28 22:00:00+08:00,16634.0,16649.0,16612.0,16628.0,626,20240429,1711634400
2024-03-28 22:30:00+08:00,16630.0,16663.0,16624.0,16662.0,1061,20240429,1711636200
2024-03-28 23:00:00+08:00,16661.0,16710.0,16659.0,16699.0,1079,20240429,1711638000
2024-03-28 23:30:00+08:00,16699.0,16701.0,16662.0,16663.0,795,20240429,1711639800
2024-03-29 00:00:00+08:00,16664.0,16675.0,16653.0,16661.0,709,20240429,1711641600
2024-03-29 00:30:00+08:00,16660.0,16673.0,16646.0,16651.0,504,20240429,1711643400
2024-03-29 01:00:00+08:00,16653.0,16655.0,16636.0,16641.0,438,20240429,1711645200
2024-03-29 01:30:00+08:00,16643.0,16653.0,16633.0,16646.0,324,20240429,1711647000
2024-03-29 02:00:00+08:00,16645.0,16655.0,16645.0,16646.0,332,20240429,1711648800
2024-03-29 02:30:00+08:00,16646.0,16655.0,16635.0,16651.0,440,20240429,1711650600
2024-03-28 09:15:00+08:00,16444.0,16480.0,16415.0,16474.0,4353,20240429,1711588500
2024-03-28 09:30:00+08:00,16476.0,16497.0,16380.0,16409.0,18867,20240429,1711589400
2024-03-28 10:00:00+08:00,16409.0,16543.0,16405.0,16542.0,12946,20240429,1711591200
2024-03-28 10:30:00+08:00,16541.0,16593.0,16514.0,16563.0,9844,20240429,1711593000
2024-03-28 11:00:00+08:00,16563.0,16667.0,16561.0,16654.0,9734,20240429,1711594800
2024-03-28 11:30:00+08:00,16653.0,16736.0,16650.0,16709.0,9404,20240429,1711596600
2024-03-28 13:00:00+08:00,16707.0,16772.0,16681.0,16729.0,11968,20240429,1711602000
2024-03-28 13:30:00+08:00,16729.0,16749.0,16670.0,16670.0,7015,20240429,1711603800
2024-03-28 14:00:00+08:00,16671.0,16702.0,16607.0,16607.0,8609,20240429,1711605600
2024-03-28 14:30:00+08:00,16607.0,16635.0,16564.0,16634.0,8616,20240429,1711607400
2024-03-28 15:00:00+08:00,16635.0,16640.0,16581.0,16596.0,4877,20240429,1711609200
2024-03-28 15:30:00+08:00,16596.0,16612.0,16578.0,16597.0,4507,20240429,1711611000
2024-03-28 16:00:00+08:00,16597.0,16600.0,16517.0,16570.0,9618,20240429,1711612800
2024-03-28 17:15:00+08:00,16567.0,16571.0,16544.0,16550.0,529,20240429,1711617300
2024-03-28 17:30:00+08:00,16548.0,16561.0,16545.0,16558.0,405,20240429,1711618200
2024-03-28 18:00:00+08:00,16559.0,16589.0,16559.0,16587.0,498,20240429,1711620000
2024-03-28 18:30:00+08:00,16587.0,16595.0,16582.0,16585.0,447,20240429,1711621800
2024-03-28 19:00:00+08:00,16586.0,16596.0,16569.0,16569.0,613,20240429,1711623600
2024-03-28 19:30:00+08:00,16568.0,16577.0,16551.0,16577.0,579,20240429,1711625400
2024-03-28 20:00:00+08:00,16577.0,16590.0,16575.0,16586.0,359,20240429,1711627200
2024-03-28 20:30:00+08:00,16589.0,16620.0,16581.0,16616.0,659,20240429,1711629000
2024-03-28 21:00:00+08:00,16617.0,16618.0,16571.0,16577.0,831,20240429,1711630800
2024-03-28 21:30:00+08:00,16579.0,16648.0,16572.0,16634.0,1782,20240429,1711632600
2024-03-28 22:00:00+08:00,16634.0,16649.0,16612.0,16628.0,626,20240429,1711634400
2024-03-28 22:30:00+08:00,16630.0,16663.0,16624.0,16662.0,1061,20240429,1711636200
2024-03-28 23:00:00+08:00,16661.0,16710.0,16659.0,16699.0,1079,20240429,1711638000
2024-03-28 23:30:00+08:00,16699.0,16701.0,16662.0,16663.0,795,20240429,1711639800
2024-03-29 00:00:00+08:00,16664.0,16675.0,16653.0,16661.0,709,20240429,1711641600
2024-03-29 00:30:00+08:00,16660.0,16673.0,16646.0,16651.0,504,20240429,1711643400
2024-03-29 01:00:00+08:00,16653.0,16655.0,16636.0,16641.0,438,20240429,1711645200
2024-03-29 01:30:00+08:00,16643.0,16653.0,16633.0,16646.0,324,20240429,1711647000
2024-03-29 02:00:00+08:00,16645.0,16655.0,16645.0,16646.0,332,20240429,1711648800
2024-03-29 02:30:00+08:00,16646.0,16655.0,16635.0,16651.0,440,20240429,1711650600
2024-03-28 09:15:00+08:00,16444.0,16480.0,16415.0,16474.0,4353,20240429,1711588500
2024-03-28 09:30:00+08:00,16476.0,16497.0,16380.0,16409.0,18867,20240429,1711589400
2024-03-28 10:00:00+08:00,16409.0,16543.0,16405.0,16542.0,12946,20240429,1711591200
2024-03-28 10:30:00+08:00,16541.0,16593.0,16514.0,16563.0,9844,20240429,1711593000
2024-03-28 11:00:00+08:00,16563.0,16667.0,16561.0,16654.0,9734,20240429,1711594800
2024-03-28 11:30:00+08:00,16653.0,16736.0,16650.0,16709.0,9404,20240429,1711596600
2024-03-28 13:00:00+08:00,16707.0,16772.0,16681.0,16729.0,11968,20240429,1711602000
2024-03-28 13:30:00+08:00,16729.0,16749.0,16670.0,16670.0,7015,20240429,1711603800
2024-03-28 14:00:00+08:00,16671.0,16702.0,16607.0,16607.0,8609,20240429,1711605600
2024-03-28 14:30:00+08:00,16607.0,16635.0,16564.0,16634.0,8616,20240429,1711607400
2024-03-28 15:00:00+08:00,16635.0,16640.0,16581.0,16596.0,4877,20240429,1711609200
2024-03-28 15:30:00+08:00,16596.0,16612.0,16578.0,16597.0,4507,20240429,1711611000
2024-03-28 16:00:00+08:00,16597.0,16600.0,16517.0,16570.0,9618,20240429,1711612800
2024-03-28 17:15:00+08:00,16567.0,16571.0,16544.0,16550.0,529,20240429,1711617300
2024-03-28 17:30:00+08:00,16548.0,16561.0,16545.0,16558.0,405,20240429,1711618200
2024-03-28 18:00:00+08:00,16559.0,16589.0,16559.0,16587.0,498,20240429,1711620000
2024-03-28 18:30:00+08:00,16587.0,16595.0,16582.0,16585.0,447,20240429,1711621800
2024-03-28 19:00:00+08:00,16586.0,16596.0,16569.0,16569.0,613,20240429,1711623600
2024-03-28 19:30:00+08:00,16568.0,16577.0,16551.0,16577.0,579,20240429,1711625400
2024-03-28 20:00:00+08:00,16577.0,16590.0,16575.0,16586.0,359,20240429,1711627200
2024-03-28 20:30:00+08:00,16589.0,16620.0,16581.0,16616.0,659,20240429,1711629000
2024-03-28 21:00:00+08:00,16617.0,16618.0,16571.0,16577.0,831,20240429,1711630800
2024-03-28 21:30:00+08:00,16579.0,16648.0,16572.0,16634.0,1782,20240429,1711632600
